0.000000000000000000e+00  1.000000000000000000e+00  5.000007286987066095e+02
2.004008016032064049e-02  1.025056790958151831e+00  4.899813296957295279e+02
4.008016032064128098e-02  1.050121598724190752e+00  4.799659543969494848e+02
6.012024048096192147e-02  1.075186379145250948e+00  4.699586248906784931e+02
8.016032064128256196e-02  1.100243094530689136e+00  4.599633600341078932e+02
1.002004008016031955e-01  1.125283716879951434e+00  4.499841738393695891e+02
1.202404809619238429e-01  1.150300231106550664e+00  4.400250738615438877e+02
1.402805611222444904e-01  1.175284638256853809e+00  4.300900595892592833e+02
1.603206412825651239e-01  1.200228958722394657e+00  4.201831208385332275e+02
1.803607214428857575e-01  1.225125235444413541e+00  4.103082361504954747e+02
2.004008016032063910e-01  1.249965537109345881e+00  4.004693711936409954e+02
2.204408817635270523e-01  1.274741961333968554e+00  3.906704771712513775e+02
2.404809619238476859e-01  1.299446637838927776e+00  3.809154892346260795e+02
2.605210420841683194e-01  1.324071731609375302e+00  3.712083249027585907e+02
2.805611222444889807e-01  1.348609446041445725e+00  3.615528824890962483e+02
3.006012024048095865e-01  1.373052026073301457e+00  3.519530395360096122e+02
3.206412825651302478e-01  1.397391761299501045e+00  3.424126512576057166e+02
3.406813627254509091e-01  1.421620989067430063e+00  3.329355489915074031e+02
3.607214428857715149e-01  1.445732097554558448e+00  3.235255386602207750e+02
3.807615230460921762e-01  1.469717528825280173e+00  3.141863992427096832e+02
4.008016032064127820e-01  1.493569781866116220e+00  3.049218812567906411e+02
4.208416833667334433e-01  1.517281415598057848e+00  2.957357052529569614e+02
4.408817635270541047e-01  1.540845051864837556e+00  2.866315603202378384e+02
4.609218436873747105e-01  1.564253378395934257e+00  2.776131026046919601e+02
4.809619238476953718e-01  1.587499151743118286e+00  2.686839538411309150e+02
5.010020040080159776e-01  1.610575200189357625e+00  2.598476998986618582e+02
5.210420841683366389e-01  1.633474426628916509e+00  2.511078893406329655e+02
5.410821643286573002e-01  1.656189811417493107e+00  2.424680319995614752e+02
5.611222444889779615e-01  1.678714415191247422e+00  2.339315975676150003e+02
5.811623246492986228e-01  1.701041381653590534e+00  2.255020142032130082e+02
6.012024048096191731e-01  1.723163940328612753e+00  2.171826671543084046e+02
6.212424849699398344e-01  1.745075409280051337e+00  2.089768973989005474e+02
6.412825651302604957e-01  1.766769197794693991e+00  2.008880003033277433e+02
6.613226452905811570e-01  1.788238809029157217e+00  1.929192242988764008e+02
6.813627254509018183e-01  1.809477842618958832e+00  1.850737695772391760e+02
7.014028056112223686e-01  1.830479997248850577e+00  1.773547868053454408e+02
7.214428857715430299e-01  1.851239073183373218e+00  1.697653758600805816e+02
7.414829659318636912e-01  1.871748974756613837e+00  1.623085845834024497e+02
7.615230460921843525e-01  1.892003712820175432e+00  1.549874075583541639e+02
7.815631262525050138e-01  1.911997407148365635e+00  1.478047849064652723e+02
8.016032064128255641e-01  1.931724288799645972e+00  1.407636011070246695e+02
8.216432865731462254e-01  1.951178702433387091e+00  1.338666838386980942e+02
8.416833667334668867e-01  1.970355108581006931e+00  1.271168028439571600e+02
8.617234468937875480e-01  1.989248085870571892e+00  1.205166688167746969e+02
8.817635270541082093e-01  2.007852333203973494e+00  1.140689323140332476e+02
9.018036072144288706e-01  2.026162671885804123e+00  1.077761826910842018e+02
9.218436873747494209e-01  2.044174047703075203e+00  1.016409470618853419e+02
9.418837675350700822e-01  2.061881532954947804e+00  9.566568928413349227e+01
9.619238476953907435e-01  2.079280328431652780e+00  8.985280896980044929e+01
9.819639278557114048e-01  2.096365765341811738e+00  8.420464052146976996e+01
1.002004008016031955e+00  2.113133307187384347e+00  7.872345219486057033e+01
1.022044088176352616e+00  2.129578551585488810e+00  7.341144518791566043e+01
1.042084168336673278e+00  2.145697232036356539e+00  6.827075275681968947e+01
1.062124248496993939e+00  2.161485219636723798e+00  6.330343935930140020e+01
1.082164328657314600e+00  2.176938524737964453e+00  5.851149982556578522e+01
1.102204408817635262e+00  2.192053298548298113e+00  5.389685855718687435e+01
1.122244488977955923e+00  2.206825834678430187e+00  4.946136875428519630e+01
1.142284569138276584e+00  2.221252570630007028e+00  4.520681167129833966e+01
1.162324649298597246e+00  2.235330089226285288e+00  4.113489590164444110e+01
1.182364729458917685e+00  2.249055119984439521e+00  3.724725669156617869e+01
1.202404809619238346e+00  2.262424540428958686e+00  3.354545528342948302e+01
1.222444889779559007e+00  2.275435377345608856e+00  3.003097828874255271e+01
1.242484969939879669e+00  2.288084807975446999e+00  2.670523709114522859e+01
1.262525050100200330e+00  2.300370161148418191e+00  2.356956727960955078e+01
1.282565130260520991e+00  2.312288918356074419e+00  2.062522811207871243e+01
1.302605210420841653e+00  2.323838714762985536e+00  1.787340200976009186e+01
1.322645290581162314e+00  2.335017340156437360e+00  1.531519408227492640e+01
1.342685370741482975e+00  2.345822739834032333e+00  1.295163168385587404e+01
1.362725450901803637e+00  2.356253015428841913e+00  1.078366400077049292e+01
1.382765531062124298e+00  2.366306425671775404e+00  8.812161670136093861e+00
1.402805611222444737e+00  2.375981387090854824e+00  7.037916430279492097e+00
1.422845691382765398e+00  2.385276474647127998e+00  5.461640802781636772e+00
1.442885771543086060e+00  2.394190422306948562e+00  4.083967806335150996e+00
1.462925851703406721e+00  2.402722123550405264e+00  2.905450702529595031e+00
1.482965931863727382e+00  2.410870631815691834e+00  1.926562773666154138e+00
1.503006012024048044e+00  2.418635160879236246e+00  1.147697132691613664e+00
1.523046092184368705e+00  2.426015085171442820e+00  5.691665653277303560e-01
1.543086172344689366e+00  2.433009940027915263e+00  1.912034044591185422e-01
1.563126252505010028e+00  2.439619421876060734e+00  1.395943683027547552e-02
1.583166332665330689e+00  2.445843388357002546e+00  3.750584208938356756e-02
1.603206412825651128e+00  2.451681858382752210e+00  2.618331642032580286e-01
1.623246492985971789e+00  2.457135012128611962e+00  6.868513152547650602e-01
1.643286573146292451e+00  2.462203190960818411e+00  1.312389611621266550e+00
